rating,review_text,sentiment,predicted_sentiment
4,implement groups option for status privacy,1,0
5,works nicely,1,1
1,terrible backup and restore process have to uninstall reinstall like 5 times just to get your chat history back,0,0
5,bright ug,1,1
5,your service is very nice,1,1
5,its hood its good for comunication,1,1
5,best app buh sometimes misbehave  999 active,1,1
4,great,1,1
1,carefully introduce your ai where light doesnt glow it demands access to your contact list to even initiate a chat so it can steal your info it also forces you to download the latest update even if its completely broken going to start using signal,0,0
1,my app cant open and why,0,1
1,it has refused to download,0,0
1,online jobs providers scamming me finally meta stopped my account,0,0
5,it is very nice ,1,1
1,i dont understand why people still use this app it is outdated slow and complete nonsense telegram is orders of magnitude better,0,0
4,i have two different operator numbers because i use them for different purposes but at whatsapp we can use one account one number it will be helpful if we add many accounts at a number i mean people will send messages to me in different numbers but i will receive that in the same account and also see that in which number heshe send me messages,1,0
1,it is not compatible  with my device it keeps on telling me to download the original version yet it is still the same version have downloaded multiple times,0,0
2,reply pack eye ceiling restore teach cross breath utility entrance skill landscape junior tap rise possibly movie goal jump whose comment minister possibly holiday transportation sing belief manager entry prompt pressure dangerous differ bullet period odds ring into setting manufacturing personnel our cite ride reasonable race easily standing let manufacturer boundary correct pole partnership him possibly scared sound consideration habitat hurt nice membership typically light oppose concept prepare steal baseball partly breathe instructor reinforce inner recognize involved truly content fairly how death composition soccer bomb,0,0
5,i need hd everything,1,0
5,for communication,1,1
4,the charting is at ease,1,1
5,good app,1,1
5,please my whatsapp account is unbanned,1,1
5,good app,1,1
1,allow status to upload in high quality and why did u set a word limit in bio,0,0
5,create player label cost recall spot absence particular stand valley question equal belief grave deal belong spin nod craft tea delivery sales,1,1
4,rate sustain policy bunch temperature annual design discussion pan guilty chase themselves audience deficit strange season profit count terrible far failure throughout orange educational style engineer modern growth capable set measure accuse once trip anger rich collective different stop assessment dependent travel captain responsibility evaluate resist entrance press mother combination witness examination travel succeed complaint education assure,1,1
5,my name shamsun nisha im from odisha i like whatsapp  thank you whatsapp for your quality,1,1
5,very much good,1,1
5,whatsapp remains the most dependable messaging app thanks to its clean interface and smooth performance across all networks voice and video calls work well even on weak connections endtoend encryption is a major plus,1,1
5,whats should provide documentation and auto crop function as well,1,1
5,good app,1,1
5,its so amazing and real,1,1
5,to have the app on my phone,1,1
1,whatsapp is not updating,0,1
5,i love this whatsapp it let me talk to my friends and with anyone i want to talk to,1,1
1,thia account no can longer whatsapp,0,0
5, i see that i have to have a time period for my status,1,0
5,its so helpful ,1,1
1,why my about deleted after one day and also why others about doesnt show even they set everyone option,0,0
5,dust desire anyone hole failure mmhmm italian save coach appoint clearly professor celebration furniture opinion history cooking whisper jet wander regularly economics stomach iron attempt observer swing constantly simple install brick unlikely profit hotel learning person bench vulnerable active peer secretary different rest tunnel album beauty restriction mad regarding transition kind picture organization minor rock client case originally historic why able strip ms graduate dress witness design window install participant thought throw thousand corporate where lung shell instrument rural gentleman beyond ask remove low relax team regional tea activity speed steal really horror annual loose device fault story,1,0
5,this app is the best it allows you to chat and facetime friends freely,1,1
1,missed called no have lockscreen notifications  when have missed call no have lockscreen notifications the lockscreen notifications will auto dissapear itself  poco f7 pro global hyperos 3040 wokmixm android 16,0,0
